cleaned_tweet_text,hashtags,emails
coachella lineup looking good think pass miss  listing coachella coachella drake acdc httptcoscfdknory,"['#Coachella2015', '#coachella', '#Drake', '#ACDC']",[]
tbh lineup would sell ticket asap coachella,['#Coachella2015'],"['@caribouband', '@Chet_Faker']"
rt  gonna lie coachella govball lineups underwhelming far maybe firefly better,"['#coachella2015', '#govball2015', '#firefly2015']",['@caffaccino:']
coachella line year dead coachella,['#Coachella2015'],[]
rt  really hoping head lining oh well theres always next year coachella worstlineupever,"['#Coachella2015', '#worstlineupever']","['@danielpashman:', '@taylorswift13']"
set headline coachella alongside  amp httptcoirntobjwzb cry every time,['#Coachella2015'],"['@Drake', '@FKAtwigs,', '@TheWeeknd', '@AZEALIABANKS']"
again coachella line disappoints decent performers year coachella httptcotpzotmlvif,['#Coachella2015'],[]
rt  one thinks coachella line sucks,['#Coachella2015'],['@TheAshGraham:']
weak coachella line up imo,['#Coachella2015'],[]
worse today  traffic vs coachella ticket traffic closecall,"['#Coachella2015', '#CLOSECALL']",[]
going coachella like christmas shopping black friday desert crowded  degrees high ass people priced,['#Coachella2015'],[]
face coachella pum _,['#Coachella2015'],['@GovBallNYC']
govballnyc better line coachella smh,"['#GovBallNYC', '#Coachella2015']",[]
hey guysonce going coachella wanted clear ,['#Coachella2015'],[]
governors ball better lineup coachella httptcobbesymjlwu,['#Coachella2015'],['@alyankovic']
hope rains s set everyone talk bathed drakes tears coachella,['#Coachella2015'],"[""@Drake's"", '@coachella']"
coachella line great drake headlining kden,['#Coachella2015'],[]
coachella lineup trash __,['#Coachella2015'],[]
people pretending get excited overpay see bands barely know hipstersruletheworld coachella,"['#HipstersRuleTheWorld', '#Coachella2015']",[]
playing coachella going _dyinginside,"['#Coachella2015', '#dyinginside']","['@Drake', '@FitzAndTantrums']"
bet lot folks buying coachella tickets insert _ face,"['#Coachella2015', '#insert']",['@Drake']
coachella horrible line up worth schlepping desert this festival done sorry kids httptcoalkicyjjp,['#Coachella2015'],[]
doesnt help first day coachella acdc highlights shoot,['#Coachella2015'],[]
 whos joining us coachella httptcotdekrv fucking pulling dick ac fukcing dc,['#Coachella2015'],['\x89ÛÏ@spiritcape:']
rt  coachella ticket prices soul like httptcommzgvlpn,['#Coachella2015'],['@Jorschach:']
never go concertfestival again coachella httptconvvmibn,['#Coachella2015'],[]
coachella hipster rich boys complaining lineups,['#Coachella2015'],[]
coachella ticket prices soul like httptcommzgvlpn,['#Coachella2015'],[]
coachella drake ,['#Coachella2015'],[]
wish  spend music festival sigh coachella,['#Coachella2015'],"['@MrNoiaughs', '@QueenR0ckBand', '@maddiebragg57', '@TeamR0mann', '@troyiovesPOLO']"
damn coachella line ugggggh httptcomxxzxhmae,['#Coachella2015'],[]
rt  todays schedule consists internship training followed extreme stress spending hours online waiting room fo_,[],['@alexafayee:']
dare u coachella lineup fka twiggs def bigger letters,['#Coachella2015'],[]
fuck performing coachella ,['#Coachella2015'],['@Drake']
clearly thinks coachella line awful,['#Coachella2015'],[]
real_housebear says govballnyc lineup gt coachella lineup plus nyc govball coachella,"['#NYC', '#GovBall2015', '#Coachella2015']",[]
cannot go coachella yaya us visa e lol richkidproblem yayadependent httptcoedglcdrsc,"['#Coachella2015', '#richkidproblem', '#yayadependent']",[]
year time actually go music festivals line ups trash coachella governorsball,"['#Coachella2015', '#GovernorsBall']",[]
rt  coachella lineup eye exam made half way threw up anyone cool playing,['#Coachella2015'],['@EsMatteo:']
gonna lie coachella govball lineups underwhelming far maybe firefly better,"['#coachella2015', '#govball2015', '#firefly2015']",[]
go see fka twigs outkast maybe even steely dan drake acdc headlining oh that thanks coachella,['#Coachella2015'],[]
yawn coachella httptcobcqmolwwn,['#Coachella2015'],[]
suck dick coachella flyydoggsexmachine httptcowqpxkgvrgc httptcosopdyigws,['#coachella2015'],[]
coachella line crap,['#Coachella2015'],[]
mad programming coachella   uskao httptcoedwycomivo coachella,['#Coachella2015'],[]
coachella fuuuuuuuuck coachella coachellalineup coachella,"['#Coachella', '#coachellalineup', '#Coachella2015']",[]
govball packing lil left hook coachella uppercut,"['#GovBall2015', '#Coachella2015']",[]
coachella dont go  bands go  omg much traffic expensive fun woodstock,['#Coachella2015'],[]
coachella lineup dope af year ___ goochella goochsseasonapproachin_ httptcojcwdunffai,"['#Coachella2015', '#GOOCHELLA2015', '#GoochsSeasonApproachin_ÙÔÛ']",[]
impressed coachella lineup hope predictor firefly like last year __ httptcobkollas,"['#Coachella2015', '#Firefly2015']",[]
better line last yearcoachella outkast babe,"['#Coachella2015', '#Outkast']",[]
fuck you  heard coachella lineup full overrated artists year say aint so,['#Coachella2015'],"['""@ChrisMuhdeena:']"
coachella far,['#Coachella2015'],[]
lol never mind looked prices coachella,['#Coachella2015'],[]
coachella tickets sale today ___,['#coachella2015'],[]
go coachella __,['#Coachella2015'],[]
rt  either type person planning entire coachella weekend or life going right di_,['#Coachella2015'],['@walkoffhbp:']
seriously contemplating quick trip back us go coachella,['#Coachella2015'],[]
saying coachella crash hot year coachella,['#Coachella2015'],[]
coachella line out quite glad get tickets year fingers crossed ,['#Coachella2015'],[]
coachella lineup lookin terrible ready see lineups waka roo __,['#coachella2015'],[]
rt  ready _ coachella httptcoouktrbqrq,['#Coachella2015'],"['@jose_hare:', '@coachella']"
gone coachella since  bc think overrated nowadays but breaking dry spell year coachella,['#Coachella2015'],[]
rt  wanna go coachella like  ____,['#Coachella2015'],['@_stephanysmith:']
 playing year could excited coachella  ___ someone pleaseeeeeee,['#coachella2015'],"['\x89ÛÏ@cleanbandit:', '@coachella']"
coachella line looks softer drake somber trackoh wait what coachella,['#Coachella2015'],[]
 bands know worth  excuse drugs three days coachella,['#coachella2015'],[]
__ thats feel years coachella line up even worth buying tickets to,['#Coachella2015'],[]
people actually listen lil b coachella,['#Coachella2015'],[]
rt  bummed gonna see reunion armadildos coachella coachella httptcovwocykklj,"['#Coachella', '#Coachella2015']",['@thekevinryder:']
rt  wanted go edm festival wouldve bought edc ticket coachella,['#Coachella2015'],['@leeeeanz:']
coachella line missing ceeh,['#Coachella2015'],[]
happened lineup coachella coachella notimpressed festival,"['#Coachella', '#Coachella2015', '#NotImpressed', '#festival']",['@coachella']
coachella today malcolm youngs birthday acdc announced play venue acdc without malcolm young guitar bullshit,"['#Coachella2015', '#ACDC']",[]
fuck coachella outsidelands,"['#Coachella2015', '#OutsideLands']",[]
cant decide whats meh antman trailer coachella lineup,"['#AntMan', '#Coachella2015']",[]
ryan adams drake performing coachella year know whats going pop culture,['#Coachella2015'],[]
rt  coachella lineup sucks coachella maybenextyear,"['#Coachella2015', '#maybenextyear']",['@PatrickJGillis:']
feel coachella s line bit stronger hey could bias since went coachella,['#Coachella2015'],[]
kid conditioning said coachella line weak nahbro,"['#Coachella2015', '#NahBro']",[]
prob worst line ever seen coachella,['#Coachella2015'],[]
wow year coachella boo,"['#Coachella2015', '#boo']","['@latimes', '@DieAntwoord']"
selling  coachella tickets second week hmu  price includes parking pass too coachellaticketssale coachella,"['#COACHELLATICKETS4SALE', '#COACHELLA2015']",[]
wtf coachella lineup sucks ass im suppose go birthday _,['#Coachella2015'],[]
ton excitement coachella lineup happy see desaparecidos belle amp sebastian ratatat there,['#Coachella2015'],[]
stop thinking coachella _,['#Coachella2015'],[]
coachella line year __,['#Coachella2015'],[]
drake coachella whack fuck hands __,"['#drake', '#Coachella2015']",[]
 illegals taking good american jobs drake coachella,"['#Drake', '#Coachella2015']",[]
 coachella lineup sick going coachellaonfleek httptcosavcox lololololol took second,"['#Coachella2015', '#going', '#coachellaonfleek']",['\x89ÛÏ@IvanClow:']
man poster ants something coachella,['#Coachella2015'],[]
really coachella lineup coachella coachellalineup weaksauce,"['#coachella', '#Coachella2015', '#coachellalineup', '#weaksauce']",[]
rt  dear  please tell line bad joke coachella coachellalineup,"['#Coachella2015', '#coachellalineup']","['@GabeDeCastro:', '@coachella.']"
rt  hoping wake tomorrow better line up coachella,['#Coachella2015'],"['@rosysaurusrex:', '@coachella']"
feel like acdc coachella would boring act really wants anyway,['#Coachella2015'],[]
coachella one likes steelydan   httptconmihspnf,"['#Coachella2015', '#SteelyDan']",[]
coachella one likes steelydan   httptcovakoehfc,"['#Coachella2015', '#SteelyDan']",[]
coachella lineup released today first time since going there completely cool missing year coachella meh,"['#Coachella2015', '#meh']",[]
cant say terribly impressed years coachella lineup good acts pretty uninspiring coachella coachellalineup,"['#Coachella', '#Coachella2015', '#coachellalineup']",[]
disappointed coachella line tbh ,['#Coachella2015'],[]
many faves coachella lineup __ thoughts httptcokeyefnz,['#Coachella2015'],[]
rather go coachella httptcotiploma,['#Coachella2015'],[]
seeing s lineup glad going year coachella,['#Coachella2015'],"[""@coachella's""]"
coachella steelydan acdc favourite dad dad please take me ,"['#Coachella2015', '#SteelyDan', '#ACDC']",[]
wait princess tinymeat coachella coachella httptcovwocykklj,"['#Coachella', '#Coachella2015']",[]
rt  weeknd jack white circa survive lykke li ratatat amp brand new common awesomeness coachella,['#Coachella2015'],['@stheart:']
go coachella basic enough _ coachella,['#Coachella2015'],[]
fuck coachella good billboard april saturdays glory i need  us,['#Coachella2015'],[]
really hope add the master baiters coachella heard awesome httptcoxyktyxgfs,['#Coachella2015'],['@thekevinryder']
everyone hating coachella lineup likely  dead youth coachella lego d,"['#dead', '#youth', '#coachella2015']",[]
zomg coachella oh why __ httptcoipskslxmc,['#Coachella2015'],[]
cue defibrillator amp viagra lots baby boomers drifting golf courses palm springs coachella,"['#defibrillator', '#Viagra', '#Coachella2015']",['@darkstar6']
rt  lol never mind looked prices coachella,['#Coachella2015'],['@rhett_parker44:']
real coachella coachellalineup httptcoebpnkjbmz,"['#Coachella2015', '#coachellalineup']",[]
sigh every year coachella httptcoeqlhmaci,['#Coachella2015'],[]
instead attending coachella going post craigslist inviting  misc unshowered teenagers throw dirt,['#Coachella2015'],[]
since coachella line horrible wonder lollapalooza line gonna look like ___,"['#Coachella2015', '#Lollapalooza2015']",[]
wish going coachella ______,['#Coachella2015'],[]
clue everybody going nuts coachella seen forthelove festival lineup httptcojmnilhv,"['#Coachella2015', '#ForTheLove']",[]
coachella great line ,['#coachella2015'],['@wendalina11']
wow lineup coachella subpar year coachella,['#Coachella2015'],[]
need friends travel across country coachella _,['#Coachella2015'],[]
coachella shit,['#Coachella2015'],['@paisleycactus']
one impressed coachella lineup ticket all,['#Coachella2015'],[]
kygo loses nexus presets coachella,['#Coachella2015'],[]
anyone seen coachella line up think keeps getting worse years come coachella,['#Coachella2015'],[]
dear coachella either old lineup lame try please coachella,['#Coachella2015'],[]
 coachella line look exciting plan stay home amp youtube favorite band couch couchchilla,"['#Coachella2015', '#CouchChilla']",['@nelly2112']
thoroughly disappointed coachella lineup _,['#Coachella2015'],[]
coachella lineup disappointing see httpstcocnjxgopn,['#Coachella2015'],[]
lineup coachella  announcedcoachella httptcojosvgmmigk,['#Coachella2015'],[]
band names mini font sound like porn actor names coachella jamiexx alisonwonderland claudevonstroke,"['#Coachella2015', '#jamiexx', '#alisonwonderland', '#claudevonstroke']",[]
weird smaller font far interesting acts bigger ones coachella httptcoisfskylodm,['#Coachella2015'],[]
seen coachella lineup _,['#Coachella2015'],['@MissyTrib']
whats repeat offenders dejavu coachella,"['#dejavu', '#Coachella2015']",['@coachella']
acdc even know drake is coachella,"['#ACDC', '#Drake', '#Coachella2015']",[]
ok crazy coachella lineup waaaay excited bottlerock lineup yaaaas,"['#Coachella2015', '#BottleRock2015']",[]
heard one positive comment drake headlining coachella coachellas new profit strategyput lipstick pig,"['#Drake', '#Coachella2015', '#Coachella']",[]
fucking cry every time read line coachella,['#Coachella2015'],[]
coachella sucks see drake acdc anytime tour yawn coachella coachella,"['#Coachella', '#Coachella2015']",[]
coachella line less impressive still stoked dartying sun alesso,['#Coachella2015'],[]
land spots coachella  find weird,['#Coachella2015'],"['@Hozier', '@Drake']"
the lineup coachella sucks people never going coachella anyway,['#Coachella2015'],[]
i heard know paul mccartney is welp heres steely dan acdc coachella dadrock dafuq,"['#Coachella2015', '#dadrock', '#dafuq']",[]
pinche drake want kanye iwannabelikekanye coachella,"['#iwannabelikekanye', '#Coachella2015']",['@camrvn_']
lol word coachella httptcobyyibkcz,['#Coachella2015'],[]
another year without headlining  _ itsbritneybitch coachella coachella,"['#itsbritneybitch', '#coachella', '#coachella2015']","['@britneyspears', '@coachella...']"
weak coachella line up,['#Coachella2015'],[]
whoever charge order bands listed coachella poster fired,['#Coachella2015'],[]
rt  coachella line year weak  coachella,['#Coachella2015'],['@Doof__:']
hoping wake tomorrow better line up coachella,['#Coachella2015'],['@coachella']
disappointing lineup coachella yawn,"['#coachella2015', '#Yawn']",['@coachella']
line stacked year coachella,['#Coachella2015'],[]
selling car go coachella sorrymom,"['#Coachella2015', '#sorrymom']",[]
baffled coachella lineup end takethemoneyandrun reunions,['#Coachella2015'],[]
rt  last year line x better __ coachella,['#Coachella2015'],['@YouH8itorLuvit:']
babys death rattle sonically appealing acdc coachella coachella,"['#Coachella2015', '#Coachella']",[]
tryna go coachella _ coachella,['#Coachella2015'],[]
friends let friends go weekend  coachella,['#Coachella2015'],[]
latin music strongly absent many great altrockhip hop spanish acts coachella,['#Coachella2015'],['@coachella']
really hope hangoutfest lineup better coachella lol shits weak,"['#HangoutFest', '#Coachella2015']",[]
rt  look good enough flower crown go coachella,['#Coachella2015'],['@lissyb92:']
wish could see bon scott hologram year lt joke one attending coachella get,['#Coachella2015'],[]
far opinion one shitty line coachella,['#Coachella2015'],[]
someone take coachella ,['#Coachella2015'],[]
st vincent st paul broken bones st lucia since coachella christian rock festival,['#Coachella2015'],[]
heres hoping lineup better coachella lineup _,['#Coachella2015'],['@Hangoutfest']
coachella line looks iightrock bells dead guess,['#Coachella2015'],[]
really weak lineup year talked brits know put festival coachella,['#Coachella2015'],['@coachella']
anyone else bummed coachellas lineup year thinking going then maybe not coachella,['#coachella2015'],[]
