,coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags
3516,negative,yes,NefariousGod,4,"RT @MargsSheWrote: If you're going to #Coachella2015, just admit now you're going to do drugs in the desert. Cause everyone knows you're noÛ_",,1/6/15 14:17,5.5259e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015']
3517,negative,yes,jenjenjd,0,"Lame #Coachella2015 lineup(except for #jackwhite and #steelydan,of course).Looks like it's #Stagecoach for us this year! #yeehaw #desertlife",,1/6/15 14:17,5.5259e+17,"Palm Desert, CA",Pacific Time (US & Canada),"['#Coachella2015', '#jackwhite', '#steelydan', '#Stagecoach', '#yeehaw', '#desertlife']"
3518,negative,yes,DawreSaeed,0,#Coachella2015 looks insane,,1/6/15 14:13,5.52589e+17,Toronto,Atlantic Time (Canada),['#Coachella2015']
3519,negative,yes,Huw_Bonello,0,"Not that I would have gone, but I'm not wowed by #Coachella2015 lineup. http://t.co/eFDJZv5aLY",,1/6/15 14:09,5.52588e+17,"Sydney, Australia",Solomon Is.,['#Coachella2015']
3520,negative,yes,rihannaRTz,1,RT @RihhInMyHeart: I want @rihanna at #Coachella2015,,1/6/15 14:08,5.52588e+17,,Pacific Time (US & Canada),['#Coachella2015']
3521,negative,yes,Midnyterambla,0,"So the #Coachella2015 lineup was announced - is there a (realistic) age cut off for the festival? And ""we're all children at heart"" is false",,1/6/15 14:07,5.52587e+17,,,['#Coachella2015']
3522,negative,yes,stwarek,1,RT @misterdisco: #Coachella2015: The festival's worst lineup ever &amp; the reason why you shouldn't buy tkts 1 year in advance blindly. http:/Û_,,1/6/15 14:07,5.52587e+17,,Central Time (US & Canada),['#Coachella2015']
3523,negative,yes,crystalsal92,1,RT @Doomsday_Brand: What? No Hardstyle on that lineup and ppl are stoked..... We'll pass on it #Coachella2015,,1/6/15 14:07,5.52587e+17,Neverland With Peterpan ,Pacific Time (US & Canada),['#Coachella2015']
3524,negative,yes,hawaiinshirtsus,0,"No 1D, 5SOS or Big Time Rush at #Coachella2015 ? Such bullshit, this year is going to be terrible",,1/6/15 14:02,5.52586e+17,JBÏÐüThe1975ÏÐüCatB,Atlantic Time (Canada),['#Coachella2015']
3525,negative,yes,Doomsday_Brand,1,What? No Hardstyle on that lineup and ppl are stoked..... We'll pass on it #Coachella2015,,1/6/15 14:01,5.52586e+17,CA,,['#Coachella2015']
3526,negative,yes,mollyanne06,1,the #Coachella2015 lineup has me confused,"[40.73507957, -74.06659462]",1/6/15 13:59,5.52585e+17,NJ/NYC,Eastern Time (US & Canada),['#Coachella2015']
3527,negative,yes,evanponter,0,Who the hell is this AC/DC guy opening up for Drake? #Coachella2015,,1/6/15 13:59,5.52585e+17,Los Angeles,Eastern Time (US & Canada),['#Coachella2015']
3528,negative,yes,Johansson85,0,@pitchfork AC/DC who the fucks still listens to them? Coachella has lost its brilliance over the past couple of years #Coachella2015,,1/6/15 13:58,5.52585e+17,Israel & USA ,Quito,['#Coachella2015']
3529,negative,yes,glennie_coco,7,RT @joe_paiz: I'm honestly pretty disappointed by the #Coachella2015 lineup man. Might have to do @BottleRockNapa instead...,,1/6/15 13:57,5.52585e+17,,,['#Coachella2015']
3530,negative,yes,shannajac,1,To everyone going to #Coachella2015 leave your flower crowns at home. #douchebags,,1/6/15 13:56,5.52585e+17,"Austin, TX ",Pacific Time (US & Canada),"['#Coachella2015', '#douchebags']"
3531,negative,yes,MSen11,0,#Coachella2015 lineup was released on the east coast's first #snowday. coincidence? I think nawt _Ù÷Õ,"[38.90834689, -77.03187537]",1/6/15 13:56,5.52584e+17,Washington DC ,Eastern Time (US & Canada),"['#Coachella2015', '#snowday']"
3532,negative,yes,pelossus,0,maybe my real beef with the #Coachella2015 lineup is that nobody caN READ THE POSTER AND IT'S THE SAME FORMAT EVERY YEAR.,,1/6/15 13:55,5.52584e+17,seattle,Pacific Time (US & Canada),['#Coachella2015']
3533,negative,yes,MariethePharaoh,1,Can't w8 for #Coachella2015 _Ù÷È _ÙÎü_ÙÎ__ÙÎ¼_ÙÎÈ http://t.co/5liZJvil6L,,1/6/15 13:53,5.52584e+17,808 x 210 x 512 ,Central Time (US & Canada),['#Coachella2015']
3534,negative,yes,SpiralTWSSTJ,1,RT @Jorschach: #Coachella2015 final day (minus Florence+The Machine) has my soul like http://t.co/Hn54awmxOM,,1/6/15 13:52,5.52584e+17,Jersey,,['#Coachella2015']
3535,negative,yes,Jorschach,1,#Coachella2015 final day (minus Florence+The Machine) has my soul like http://t.co/Hn54awmxOM,,1/6/15 13:52,5.52583e+17,New York,Eastern Time (US & Canada),['#Coachella2015']
3536,negative,yes,sou_enri,0,I wonder if that new McCartney guy .@kanyewest just hooked up made the #Coachella2015 list? Dude is about to blow. #smh,,1/6/15 13:51,5.52583e+17,,,"['#Coachella2015', '#smh']"
3537,negative,yes,Jonathannnn6,0,ACDC is the only good band I seen from the Coachella list of bands. #Coachella2015,,1/6/15 13:51,5.52583e+17,Fontana,Pacific Time (US & Canada),['#Coachella2015']
3538,negative,yes,Tanuki_Meatball,0,@SchmidtsRevenge missing you at #AMS2015 #SLS2014 #Coachella2015,,1/6/15 13:51,5.52583e+17,yo motha,Central Time (US & Canada),"['#AMS2015', '#SLS2014', '#Coachella2015']"
3539,negative,yes,laragazza_sf,0,"I'm all for diversity, but the #Coachella2015 lineup is still questionable @verge http://t.co/v0bG7tHp0R  #music http://t.co/JXYkMO5gZJ",,1/6/15 13:51,5.52583e+17,San Francisco,,"['#Coachella2015', '#music']"
3540,negative,yes,TheyCallMeCL,0,Disappointed at the #Coachella2015 line up to be honest only the EDM artist are good this year @coachella,,1/6/15 13:50,5.52583e+17,"PALM SPRINGS,CA",Pacific Time (US & Canada),['#Coachella2015']
3541,negative,yes,AriesVeil,0,The @coachella lineup for 2015 looks horrible. Seriously not one act I either haven't seen or have any interest see'ing. #Coachella2015,,1/6/15 13:50,5.52583e+17,"Cochrane, Alberta, Canada",Central Time (US & Canada),['#Coachella2015']
3542,negative,yes,walkoffhbp,5,"You're either the type of person planning their entire #Coachella2015 weekend, or, you have your life going in the right direction.",,1/6/15 13:48,5.52582e+17,"Calabasas, CA",Pacific Time (US & Canada),['#Coachella2015']
3543,negative,yes,JPerez2591,0,Worst Coachella line up in years -_- #Coachella2015 #Coachella,,1/6/15 13:44,5.52581e+17,,,"['#Coachella2015', '#Coachella']"
3544,negative,yes,scottmelker,0,Gonna need to get out the microscope to see if I made #Coachella2015. Those names at the bottom are crazy small.,,1/6/15 13:43,5.52581e+17,In Your Speakers,Eastern Time (US & Canada),['#Coachella2015']
3545,negative,yes,oneandonlydrake,0,@coachella WHERE IS @WeAreOliver ?!!!!???!!!! Too good to not have. #coachella #Coachella2015,,1/6/15 13:43,5.52581e+17,Austin,,"['#coachella', '#Coachella2015']"
3546,negative,yes,IsabelsWild,0,Yeah the #Coachella2015 lineup isn't as good  as last year,,1/6/15 13:41,5.52581e+17,,Pacific Time (US & Canada),['#Coachella2015']
3547,negative,yes,gurrlpleasee,1,RT @xoxxxoooxoxxo: ugh drake and abel are gonna be at #coachella2015 :( my babies,,1/6/15 13:38,5.5258e+17,,,['#coachella2015']
3548,negative,yes,maddog_524,2,RT @ShowAndTelleee: This lineup is fucking everything and it's during our finals week #Coachella2015  @Drake @maddog_524 http://t.co/0XJXeXÛ_,,1/6/15 13:37,5.5258e+17,bates college,Eastern Time (US & Canada),['#Coachella2015']
3549,negative,yes,melisssacee,1,RT @DannySayRelax: EDC who? Ultra what? #Coachella2015 http://t.co/cZezf3bXjw,,1/6/15 13:34,5.52579e+17,,Central Time (US & Canada),['#Coachella2015']
3550,negative,yes,FyFly,0,Coachella Lineup! In: AC/DC; Drake; Jack White. Absent: Migos. #Coachella2015 #fyfly  http://t.co/rxkltM5Lzx http://t.co/qNMdA3VNrE,"[0.0, 0.0]",1/6/15 13:34,5.52579e+17,A free nightlife mobile app,,"['#Coachella2015', '#fyfly']"
3551,negative,yes,trishbaden,1,#Coachella2015 lineup sucks. What happened to @kendricklamar and @ScHoolBoyQ? _Ù÷,"[34.0920987, -118.37123618]",1/6/15 13:34,5.52579e+17,"West Hollywood, CA",Central Time (US & Canada),['#Coachella2015']
3552,negative,yes,SortaAwesome,0,I know you all might like AC/DC but I could less than 2 f*cks so yeah. Lame. #Coachella2015,,1/6/15 13:33,5.52579e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015']
3553,negative,yes,_CharlesTello_,0,"While plebs my age talk about fucking #Coachella2015 , I'm more interested in #CES2015 :DD",,1/6/15 13:32,5.52578e+17,"Winterfell, Westeroes",Eastern Time (US & Canada),"['#Coachella2015', '#CES2015']"
3554,negative,yes,SundayDevil,0,Ab-Soul should be sick AF though #Coachella2015,,1/6/15 13:31,5.52578e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015']
3555,negative,yes,MarkHaider,0,#Coachella2015 lineup drops! Phoarrrr #Coachella #PalmSprings,,1/6/15 13:30,5.52578e+17,"Sydney, Australia",Sydney,"['#Coachella2015', '#Coachella', '#PalmSprings']"
3556,negative,yes,anthipantelidis,0,Not impressed. #Coachella2015,,1/6/15 13:30,5.52578e+17,"New York, NY",Eastern Time (US & Canada),['#Coachella2015']
3557,negative,yes,sophieee1217,0,I'm sorry but #Coachella2015 is an absolute let down.,,1/6/15 13:29,5.52578e+17,"Miami, FL",Eastern Time (US & Canada),['#Coachella2015']
3558,negative,yes,chuypeligroso,0,"@luciatorrero It's dead baby, #Coachella2015 it's dead. (y BRUUUM prendo la Harley y me voy como Bruce Willis en Pulp Fiction).",,1/6/15 13:29,5.52578e+17,,,['#Coachella2015']
3559,negative,yes,Emmmmma12,0,This is ridiculous #Coachella2015 #Coachella #la #holycrap http://t.co/VqANPgR5EJ,,1/6/15 13:29,5.52578e+17,Australia,,"['#Coachella2015', '#Coachella', '#la', '#holycrap']"
3560,negative,yes,darren_levin,0,Steely Dan is playing #Coachella2015 and I am officially dead http://t.co/lMuWyNvTy7,,1/6/15 13:24,5.52576e+17,Melbourne,Melbourne,['#Coachella2015']
3561,negative,yes,WattYouSay27,1,RT @YBOWENS7: #Coachella2015 lineup is really disappointing,,1/6/15 13:22,5.52576e+17,,,['#Coachella2015']
3562,negative,yes,markinocentes,0,wheres daft punk _Ù÷¢ #Coachella2015,,1/6/15 13:22,5.52576e+17,BP,Pacific Time (US & Canada),['#Coachella2015']
3563,negative,yes,janellesmarella,0,"Also, AC/DC, really? #RideShouldHeadline #Coachella2015 @rideox4",,1/6/15 13:22,5.52576e+17,,Central Time (US & Canada),"['#RideShouldHeadline', '#Coachella2015']"
3564,negative,yes,IAMGoldCoast,1,RT @Aireyacoustic: Coachella line up isn't all that_Ù÷¥  #Coachella2015,,1/6/15 13:22,5.52576e+17,"Long Beach, CA",Pacific Time (US & Canada),['#Coachella2015']
3565,negative,yes,tapple12,0,Not fully impressed by #Coachella2015,,1/6/15 13:21,5.52576e+17,,,['#Coachella2015']
3566,negative,yes,d_Ayd3n_Macias,0,"Well hoping for another year of music festivals I dont get to go to today thnks a bunch 
#Coachella2015",,1/6/15 13:20,5.52575e+17,,Pacific Time (US & Canada),['#Coachella2015']
3567,negative,yes,AdrianDeTortuga,2,If Bobby Shmurda isn't gonna be @ #Coachella2015 then what's the point? #FreeBobbyShmurda,,1/6/15 13:19,5.52575e+17,,Eastern Time (US & Canada),"['#Coachella2015', '#FreeBobbyShmurda']"
3568,negative,yes,vanessafranko,0,I hope DJ Lesto is a late add to the #Coachella2015 lineup.,,1/6/15 13:19,5.52575e+17,"Riverside, CA",Pacific Time (US & Canada),['#Coachella2015']
3569,negative,yes,EvanRJones,0,Drive Like Jehu playing at #Coachella2015 is like your beloved grandma coming back to life and telling you she hates your guts.,,1/6/15 13:18,5.52575e+17,LAX-SFO-NRT-IAH,Alaska,['#Coachella2015']
3570,negative,yes,noteddieayala,1,I don't like the #coachella2015 line up:(,,1/6/15 13:15,5.52574e+17,,Mountain Time (US & Canada),['#coachella2015']
3571,negative,yes,toddwhaines,3,"#Coachella2015 docket has #Steely Dan &amp; #AC/DC.
Sadly, #Bread...Seals &amp; Croft...Sean Cassidy were unavailable.
#music http://t.co/9ytgUqroNe",,1/6/15 13:13,5.52574e+17,USA,Eastern Time (US & Canada),"['#Coachella2015', '#Steely', '#AC', '#Bread', '#music']"
3572,negative,yes,razz2,0,The Coachella lineup is odd. RT @vanessafranko: The @coachella lineup is out http://t.co/1ZlMtiWzgA #Coachella2015,,1/6/15 13:13,5.52574e+17,,Pacific Time (US & Canada),['#Coachella2015']
3573,negative,yes,sheridanmoss,0,the only year I was thinking about going to coachella and the line up isn't anything special _Ù÷© _ÙÔ #Coachella2015,,1/6/15 13:13,5.52574e+17,,London,['#Coachella2015']
3574,negative,yes,MilesWHoward,0,"If popularity is a sword, then #Coachella2015 seems to have committed seppuku with it. #sameoldbands #newhigherprices #RIP",,1/6/15 13:12,5.52573e+17,"Jamaica Plain, MA",Pacific Time (US & Canada),"['#Coachella2015', '#sameoldbands', '#newhigherprices', '#RIP']"
3575,negative,yes,HolmesNicholas,0,@AZEALIABANKS is performing at #Coachella2015 _Ù÷¢_Ù÷¢ok...ima just be here in South Africa crying....,,1/6/15 13:12,5.52573e+17,South Africa,,['#Coachella2015']
3576,negative,yes,supertaunt,0,#Coachella2015 lineup announced... I'm so underwhelmed ;n;,,1/6/15 13:11,5.52573e+17,"Burnaby, B.C",Pacific Time (US & Canada),['#Coachella2015']
3577,negative,yes,iammikedup,0,ok back to oogling and crying at this lineup T_______T #Coachella2015,,1/6/15 13:11,5.52573e+17,San Diego,Arizona,['#Coachella2015']
3578,negative,yes,Benya_k95,0,Coachella is stupid I rather go to an insomniac event. #insomniac #Coachella2015 #bootlegged #version #of #Woodstock,,1/6/15 13:10,5.52573e+17,,,"['#insomniac', '#Coachella2015', '#bootlegged', '#version', '#of', '#Woodstock']"
3579,negative,yes,phxaaron,0,Lamest #Coachella2015 lineup this far.,,1/6/15 13:09,5.52573e+17,"Phoenix, AZ",Arizona,['#Coachella2015']
3580,negative,yes,MellowManAcee,2,RT @_jawhnn: #Coachella2015 Line Up Sucks _ÙÔ__ÙÔ_,,1/6/15 13:06,5.52572e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015']
3581,negative,yes,KroqChip,0,@thekevinryder Fear Boner also unavailable. Such a shame #Coachella2015,,1/6/15 13:03,5.52571e+17,Orange County,Pacific Time (US & Canada),['#Coachella2015']
3582,negative,yes,originaldrose_,0,"Not impressed by #Coachella2015's lineup at all. Maybe once I live in Cali, I'll feel differently. But for now, I'm just like, eh.",,1/6/15 13:02,5.52571e+17,chicago,Eastern Time (US & Canada),['#Coachella2015']
3583,negative,yes,ellalalove,0,Not too fond of #Coachella2015 lineup _Ù÷Ó,,1/6/15 13:01,5.52571e+17,"Rowland Heights, CA",Pacific Time (US & Canada),['#Coachella2015']
3584,negative,yes,chelsie_rhoads,0,Gotta get my abs back for #Coachella2015 but I love eating and sleeping way too much,,1/6/15 13:01,5.52571e+17,Los Angeles,,['#Coachella2015']
3585,negative,yes,evilldrporkchop,1,RT @ohmoses: I'm not friends with people who love the Sahara Tent... #Coachella2015,,1/6/15 13:01,5.52571e+17, 3rd planet from the sun,Pacific Time (US & Canada),['#Coachella2015']
3586,negative,yes,MSwift53,0,So unimpressed by this year's Coachella line up...  _Ù÷Õ #Coachella2015,,1/6/15 13:00,5.52571e+17,New Zealand,Wellington,['#Coachella2015']
3587,negative,yes,cam_cove,0,Do I have really shitty eye site or is @DILLONFRANCIS not on the Coachella line up?  #Coachella2015 #wtf #IDGAFOS #MSFR,,1/6/15 13:00,5.52571e+17,"Austin, TX ",Mountain Time (US & Canada),"['#Coachella2015', '#wtf', '#IDGAFOS', '#MSFR']"
3588,negative,yes,MsHGolightly,0,"I know it's no longer about the music,but am I the only one finding #Coachella2015 line up quite disappointing?",,1/6/15 12:59,5.5257e+17,"Rome, Italy",Rome,['#Coachella2015']
3589,negative,yes,tessajb_,0,This years Coachella lineup is killing me _Ù÷Ò_Ù÷Ò #Coachella2015,,1/6/15 12:58,5.5257e+17,,Auckland,['#Coachella2015']
3590,negative,yes,never_find_it,0,"Skimming the #Coachella2015 lineup, and boy, if a band name ever summed up Millennials' groups....#CloudNothing",,1/6/15 12:51,5.52568e+17,Check My Passport,Eastern Time (US & Canada),"['#Coachella2015', '#CloudNothing']"
3591,negative,yes,TaylorMorley,1,RT @TheBigHTonight: Hmm buy tickets to #coachella2015 or literally burn $500?,,1/6/15 12:51,5.52568e+17,"Los Angeles, CA",Pacific Time (US & Canada),['#coachella2015']
3592,negative,yes,michaeldvinci,0,#Coachella2015's lineup is pretty weak...,,1/6/15 12:48,5.52568e+17,"Radford, VA",Mountain Time (US & Canada),['#Coachella2015']
3593,negative,yes,mickey_straughn,3,RT @c_gunderson7: #Coachella2015 lineup is unbelievably weak.,,1/6/15 12:48,5.52567e+17,,,['#Coachella2015']
3594,negative,yes,jewgravy,0,"All these complaints over Steely Dan playing Coachella, youÛªd think organizers would go backÛ_ JackÛ_ and do it again.

#Coachella2015",,1/6/15 12:48,5.52567e+17,Depends where I am.,,['#Coachella2015']
3595,negative,yes,DVRForever,0,@flyinglotus Is the only Dude I Would Care About in #Coachella2015 Maybe tyler too. but Man worst Lineup Ever.,"[0.0, 0.0]",1/6/15 12:47,5.52567e+17,CasaDelDaniel,Amsterdam,['#Coachella2015']
3596,negative,yes,TheBigHTonight,1,Hmm buy tickets to #coachella2015 or literally burn $500?,,1/6/15 12:47,5.52567e+17,,Pacific Time (US & Canada),['#coachella2015']
3597,negative,yes,necrotoxins,1,RT @sadpatrik: I'm v down for #Coachella2015 line up http://t.co/u9zeBsRvgI,,1/6/15 12:46,5.52567e+17,É_ É_ É_ É_ É_ É_ É_ É_ ,Pacific Time (US & Canada),['#Coachella2015']
3598,negative,yes,kenzmaciel,1,RT @BruffiE: DRAKEEE MOTHA FUGGAS #Coachella2015 #sold,,1/6/15 12:45,5.52567e+17,"fresno, ca",,"['#Coachella2015', '#sold']"
3599,negative,yes,sadpatrik,1,I'm v down for #Coachella2015 line up http://t.co/u9zeBsRvgI,,1/6/15 12:45,5.52567e+17,LA,Pacific Time (US & Canada),['#Coachella2015']
3600,negative,yes,_Pilot_Jones,1,RT @Bader0j0: #Coachella2015 line up had me like _ÙÕÛ_ÙÓÇ every1 from AC/DC to RTJ to Flosstradamus to Toro Y Moi to Fly Lo to Vic Mensa to Tame Û_,,1/6/15 12:44,5.52566e+17,,Atlantic Time (Canada),['#Coachella2015']
3601,negative,yes,SleeplessSammie,0,Last years line up was better #Coachella2015,,1/6/15 12:44,5.52566e+17,The Valley,Pacific Time (US & Canada),['#Coachella2015']
3602,negative,yes,LoloPisani,0,The #Coachella2015 lineup is disappointing. Don't think it's worth the money this year. #unimpressed,,1/6/15 12:44,5.52566e+17,"Los Angeles, CA",Pacific Time (US & Canada),"['#Coachella2015', '#unimpressed']"
3603,negative,yes,j_AdoreJulianne,0,Drake is headlining #Coachella2015? I love Drake but no thanks.,,1/6/15 12:43,5.52566e+17,Meh de yah,Eastern Time (US & Canada),['#Coachella2015']
3604,negative,yes,TheBigHTonight,0,I'll never forgive Steely Dan for winning the Grammy the Marshall Mathers LP should've gotten #coachella2015,,1/6/15 12:42,5.52566e+17,,Pacific Time (US & Canada),['#coachella2015']
3605,negative,yes,natashananner,0,if Migos were somehow added to the #Coachella2015 lineup............... _Ù÷©,,1/6/15 12:38,5.52565e+17,UK,Casablanca,['#Coachella2015']
3606,negative,yes,ThelilKIRmaid,0,The fact that #Coachella2015 is a possibility _Ù÷©_Ù÷©_Ù÷©,,1/6/15 12:36,5.52564e+17,,Atlantic Time (Canada),['#Coachella2015']
3607,negative,yes,AlexMusulas,0,How do you get punched by Puff Daddy and then headline Coachella a few months after that? There is no coming back from that! #coachella2015,,1/6/15 12:35,5.52564e+17,Brea,Alaska,['#coachella2015']
3608,negative,yes,j6391,0,Drake seriously? Drake? #Coachella2015 #youhavedonemewrong #kingsofleonpls,,1/6/15 12:35,5.52564e+17,,,"['#Coachella2015', '#youhavedonemewrong', '#kingsofleonpls']"
